time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
5.819999999999964,-37.1498625968,30.5036586645,23.0305109898,0.220912954036,0.470155969717,0.0,-20.3681555064,7.39092776565,-2.20160528236,-0.133096355202,0.0169634252346,0.0,436.0361290839595,434.9125588553962,435.8493694055908,435.974108744047
5.879999999999963,-38.3909482195,30.9462158707,22.8877623405,0.215169833305,0.471514139261,0.0,-21.0064221035,7.3601381152,-2.55895653615,-0.117848450125,0.00926080446222,0.0,445.1105397777114,444.479379524077,441.5861356284071,442.8275960244458
5.939999999999961,-39.6740131863,31.3878666536,22.728143283,0.215328772251,0.472701652514,0.0,-21.7669810716,7.36056336938,-2.76567724156,-0.148528474302,-0.00072913221712,0.0,501.002603498463,500.2753972931787,502.28942800333533,500.0457518656394
5.99999999999996,-41.0015473192,31.8284340192,22.5512144615,0.207569788544,0.472759719569,0.0,-22.4903034754,7.32409208409,-3.13462988733,-0.16155188971,-0.00562469569492,0.0,455.3149959714406,454.9230633632967,454.9992383863322,453.9334893557788
6.059999999999959,-42.3735459128,32.2665346812,22.3511530353,0.198373683165,0.47663852582,0.0,-23.2494463667,7.27819731095,-3.53774580106,-0.17056857986,0.0157007726776,0.0,449.0384244587274,450.76571002920224,450.454602712264,449.69909320275525
6.1199999999999575,-43.7939048093,32.7022160708,22.1288961633,0.188153282042,0.478269702833,0.0,-24.1029266457,7.24327156073,-3.8750917465,-0.170012340199,0.0236732801384,0.0,480.6715490543634,481.2754778712599,482.3334058604583,482.35009557724544
6.179999999999956,-45.2677226435,33.1358255983,21.8869472594,0.177987475944,0.480015565317,0.0,-25.0319633789,7.20902401664,-4.19502834983,-0.173587258991,0.0161095628913,0.0,498.21951084177493,497.6659500542803,497.26729087596016,496.98053276967585
6.239999999999955,-46.7962861327,33.5662343746,21.6198062033,0.1679603879,0.482765299468,0.0,-25.9291771197,7.13707638977,-4.71426479182,-0.181718118624,0.0295866658863,0.0,440.3883306141958,441.50213731686796,442.5381701414698,441.83796747944757
6.299999999999954,-48.3814504329,33.9924319607,21.3221918655,0.160103729402,0.493406428456,0.0,-26.9180218776,7.06815291795,-5.21407423334,-0.20207699237,0.061026185108,0.0,460.30853644974746,462.7916123792534,463.6202727260001,461.9842015585212
6.359999999999952,-50.0260110408,34.4137235492,20.9898057551,0.148353853577,0.49770888191,0.0,-27.9117020731,6.97422241582,-5.87149924184,-0.210091048108,0.0509744820421,0.0,424.36186913199606,423.5002594254195,423.633016142069,422.8995413846008
6.419999999999951,-51.733723767,34.8295700556,20.6188779285,0.135756852971,0.502469910403,0.0,-29.0240393938,6.88649606421,-6.50046504286,-0.212860562219,0.035430323086,0.0,450.8939786585878,449.6371520927237,450.92993197003307,450.6628649948785
6.47999999999995,-53.5116205107,35.240212836,20.2102400283,0.125371744249,0.512226149338,0.0,-30.2513022274,6.80043451369,-7.13156130815,-0.231027478216,0.0645135864361,0.0,469.54923512143637,471.8020403259781,470.9423197659816,469.4898609039772
6.5399999999999485,-55.3646832053,35.6452185922,19.7597241319,0.132137265801,0.521572668647,0.0,-31.5301389811,6.69796212327,-7.89736337308,-0.182462498037,0.0376515166778,0.0,451.2741957217523,449.10182824521166,448.5737587431861,452.4571272548335
6.599999999999947,-57.2958604827,36.0434164375,19.2584470844,0.121212545883,0.523853378833,0.0,-32.8604880449,6.57488282676,-8.82151671821,-0.181612738961,0.0384599950357,0.0,419.447916564412,419.518936097821,419.52759688013145,419.56713631738006
